movie,year,rating,genre,runtime_min,imdb_rating,metascore,votes,id
Devil's Peak,2023,No rating,"['Crime', ' Drama', ' Thriller']",97,5.3,38,626,bcd42b0d-5646-450f-9493-6c1668f10a91
Older Gods,2023,No rating,"['Drama', ' Horror']",100,5.1,No score,13158,f772ab24-dfb7-420c-9706-188d06b4ac5d
Magic Mike's Last Dance,2023,R,"['Comedy', ' Drama']",112,5.3,52,6498,9dfa481d-a3c2-4dc9-8feb-535bd6bb28c9
The Old Way,2023,R,"['Action', ' Drama', ' Western']",95,5.5,43,3098,24c2a6b2-b59f-42f5-8d90-17245291c949
Simulant,2023,No rating,"['Sci-Fi', ' Thriller']",95,5.1,No score,5161,e68fffc1-ecce-4d01-aa38-aa693e6e487a
You Hurt My Feelings,2023,R,"['Comedy', ' Drama']",93,6.7,82,30178,991d4eee-d25f-476b-9cb2-f214bd9f5711
The Last Kingdom: Seven Kings Must Die,2023,No rating,"['Action', ' Drama', ' History']",111,6.9,48,1732,93fa155b-82e4-4ab5-81bb-da838f3cf2fd
Supercell,2023,PG-13,"['Action', ' Adventure', ' Drama']",100,4.3,No score,118,738003ac-d467-4e39-8dc1-170f95a6dcd4
Go West,2023,No rating,"['Comedy', ' Western']",90,6.7,No score,4597,c9041d06-c2e3-4d3d-bc5a-9603832c90d4
Maybe I Do,2023,PG-13,"['Comedy', ' Romance']",95,4.9,42,219,ee58f014-eaba-4f49-b662-5776977f4fe9
The Gates,2023,No rating,"['Horror', ' Thriller']",111,4.8,No score,34580,83b60004-749a-4aa1-8a52-a8de68ea69f6
Your Place or Mine,2023,PG-13,"['Comedy', ' Romance']",109,5.7,49,2232,d4c9e144-61f2-4175-9efe-390ba874812a
The Girl Who Escaped: The Kara Robinson Story,2023,No rating,"['Crime', ' Drama', ' Thriller']",88,6.1,No score,3312,55afbf9a-ae02-4193-897a-215f63c94634
I Am Rage,2023,No rating,['Action'],89,6.0,No score,1571,ade952cd-b221-436b-8cd8-6654765bf598
His Only Son,2023,PG-13,"['Drama', ' History']",106,6.9,No score,624,995441c0-15d7-4cb9-9c66-4c7592ab67d2
DD Returns,2023,No rating,"['Comedy', ' Horror']",124,7.5,No score,50374,2b41ac3b-4452-42bf-b2bb-f979bfd61631
Chor Nikal Ke Bhaga,2023,No rating,"['Crime', ' Drama', ' Thriller']",110,3.5,No score,189,383d79b2-8066-4ea0-87f2-56d7b794ea0e
The Starling Girl,2023,R,['Thriller'],85,3.7,No score,511,b9cc699f-08f5-4a58-97a9-02749a8d2767
Disquiet,2023,No rating,"['Horror', ' Mystery']",92,4.9,53,4680,8d7b81d3-f372-4b35-918a-2f548a6dc7f7
There's Something Wrong with the Children,2023,No rating,"['Comedy', ' Romance']",No runtime,6.2,No score,92,796a9a64-1204-4fc9-9df5-f59ee07fbc74
Arranged Love,2023,No rating,['Mystery'],No runtime,7.0,No score,92,7e922455-e534-491f-b9f1-e494a91c7589
The Abigail Mysteries,2023,No rating,"['Drama', ' Mystery', ' Thriller']",89,3.5,No score,2944,6b78659f-16cb-4e25-a88d-de4b34982d87
Noise,2023,R,['Drama'],117,6.7,78,1011,9bd9c100-0f95-4f0d-ba0a-d7ad48c69c1a
Spirit of Fear,2023,No rating,['Horror'],76,4.7,No score,106,070e33ca-431c-466c-9570-d08022147e2c
Pathaan,2023,No rating,"['Action', ' Adventure', ' Thriller']",146,5.9,47,143029,f7ce3f38-5a92-43cb-8f5b-dfc64f0204f1
Astérix & Obélix: L'Empire du Milieu,2023,No rating,"['Adventure', ' Comedy', ' Family']",112,5.1,No score,7037,cd5e4d56-6c44-43c7-a3f7-d8220dbc34ec
A Little White Lie,2023,R,['Comedy'],101,5.9,42,1076,8b3795df-7016-40d2-b645-ef1832b7e103
The Pod Generation,2023,PG-13,"['Comedy', ' Romance', ' Sci-Fi']",101,5.9,63,250,07c92335-7dc0-4997-bc69-dec71c000ec7
Beware the Night Nurse,2023,No rating,['Thriller'],No runtime,4.7,No score,115,0d9ff2b3-4c70-4ed4-99d0-5d53804e6868
Clock,2023,No rating,"['Horror', ' Thriller']",91,5.0,59,4367,108001b3-3bfd-417c-bd22-c5667331c455
The Strays,2023,No rating,"['Drama', ' Thriller']",100,4.8,58,10241,f272b563-5e79-4191-bdd8-1d90b318e28f
The Island,2023,No rating,"['Action', ' Thriller']",90,4.7,No score,121,81d8ceb0-002d-4d87-a4ee-591a4a6638f0
True Spirit,2023,No rating,"['Comedy', ' Drama']",105,7.1,No score,3808,9c794f61-9223-4cc8-85b1-b4ed94e6ca21
Trial Period,2023,No rating,"['Action', ' Thriller']",117,7.3,No score,8095,4b4dc6c3-4706-426b-95c5-4f3a4d06427e
IB 71,2023,R,"['Action', ' Crime', ' Thriller']",88,3.2,No score,959,468bf607-c180-46ca-98cc-7d0e95078a7f
Assassin,2023,No rating,"['Action', ' Thriller']",90,4.2,No score,1161,8084d2fd-0be2-4f05-944a-c2d9c7996115
Black Lotus,2023,No rating,['Drama'],132,7.9,No score,23317,08c607f5-cecc-4e84-9b76-4963294d7ecc
Sirf Ek Bandaa Kaafi Hai,2023,No rating,"['Adventure', ' Biography', ' Drama']",109,6.8,50,8148,0366c473-e6f1-4766-a051-7cbe924da80a
A Beautiful Life,2023,No rating,['War'],No runtime,2.5,No score,109,16e2a826-ff34-4359-b614-f53a41ef23c1
Assault on Hill 400,2023,No rating,"['Action', ' Comedy']",84,5.1,No score,2217,69a2595a-7ca8-4c93-b0ad-817bf6135751
Die Hart,2023,No rating,['Action'],No runtime,2.0,No score,325,baa2d7cc-93a6-4b47-b705-09eace69ae51
Called to Duty,2023,No rating,['Thriller'],93,3.5,No score,1006,433a7b7d-ce19-499e-b669-84a599b9943f
97 Minutes,2023,No rating,"['Crime', ' Drama', ' Thriller']",111,5.5,No score,574,a1ccf728-05ef-4d4c-ae36-43f84d642d4a
Los Iniciados,2023,No rating,"['Drama', ' Thriller']",126,8.0,80,1470,efd8ba63-4b93-48f3-a91f-c3224c020ac9
Kaibutsu,2023,PG-13,"['Action', ' Comedy']",112,7.9,No score,16814,751f0323-c54b-4cc0-af24-d4888f4695b8
Checkmate,2023,No rating,['Drama'],105,5.5,No score,96,2590617a-1f73-47b0-a746-5320f51caf7b
Rub,2023,No rating,"['Crime', ' Mystery', ' Thriller']",111,7.5,No score,5453,bd61a0fd-720e-4c8c-8ae2-5045c68f834e
Chakravyuham: The Trap,2023,No rating,['Horror'],76,2.3,No score,152,a5f37896-3381-4ff9-95d2-35773904b092
Cocaine Shark,2023,No rating,"['Comedy', ' Drama', ' Musical']",146,7.0,No score,6846,8ba20c8b-736e-4feb-9e4a-b7b0b20e776b
Satyaprem Ki Katha,2023,No rating,"['Horror', ' Thriller']",99,5.0,No score,288,5c009cd1-f3dd-4997-8f01-a2de112d4e8f
"Mother, May I?",2023,No rating,"['Animation', ' Adventure', ' Comedy']",99,6.7,No score,3252,9b5b8518-022c-4d33-b7e8-38a80d4d2a70
Mavka. Lisova pisnya,2023,No rating,"['Crime', ' Drama', ' Thriller']",150,7.8,89,501,c86eb41a-f4d4-4d38-b3ee-0d598b5e53ee
Anatomie d'une chute,2023,No rating,"['Drama', ' Thriller']",146,6.6,No score,12381,4a021890-f48b-4df3-9467-ac739980cbb0
Hunger,2023,No rating,"['Comedy', ' Drama', ' Romance']",99,5.2,57,2261,824619a6-8a0c-427a-9416-8ffd948dddb5
The Perfect Find,2023,No rating,"['Biography', ' Crime', ' Drama']",85,6.8,No score,1109,b130f0bf-1677-4f3d-9c61-52e5107fc649
The Hammer,2023,No rating,"['Comedy', ' Drama', ' Romance']",102,7.6,82,1082,bead9b7b-c87c-4d87-b7d3-962d74ae7769
Roter Himmel,2023,No rating,"['Horror', ' Thriller']",100,4.6,No score,2071,69a90216-7f7a-4486-82ee-e53ebad1d67b
The Tank,2023,R,['Drama'],98,6.8,77,191,b599283a-e5b7-421a-bc26-b622deef9425
How to Have Sex,2023,No rating,"['Drama', ' Thriller']",No runtime,6.4,No score,33,65644e6f-2292-4810-b715-910dc7fe0d9c
Five Star Murder,2023,No rating,['Animation'],No runtime,No rating,No score,No votes,c78bebff-3103-4c7a-8451-e2011fb775ea
Dragonkeeper,2023,No rating,"['Horror', ' Thriller']",91,5.2,40,2637,bb0e852e-bb0d-47ad-b581-091d6d2d16a0
Consecration,2023,R,"['Biography', ' Comedy', ' Drama']",107,7.1,No score,7049,103b2be4-6428-46a4-9288-7153d1029a6d
Bank of Dave,2023,PG-13,"['Crime', ' Drama']",117,7.0,81,3635,db7e5f0d-bfdc-47a0-b695-116b54905887
A Thousand and One,2023,R,"['Horror', ' Mystery', ' Thriller']",119,4.7,No score,5591,07a47a72-4059-4dbb-a567-85deef8b5ab4
Tin & Tina,2023,No rating,"['Comedy', ' Drama', ' Romance']",100,5.4,35,969,f428ed6e-70a0-48d8-85a8-8104d3042218
One True Loves,2023,PG-13,"['Animation', ' Comedy', ' Family']",88,5.9,No score,7484,5b45ed09-d939-479f-938d-bbc5997df64f
Mummies,2023,PG,"['Action', ' Thriller']",99,6.7,No score,211,c09c15e1-8aac-4100-ab0c-67cc5b5521ed
Farang,2023,No rating,['Horror'],98,3.4,No score,980,28148e01-b396-440a-8f19-9630f80ad473
Fear,2023,R,['Thriller'],88,4.2,No score,1049,b44933f1-96dd-4698-99e2-ead3b215be13
Confidential Informant,2023,R,"['Comedy', ' Drama']",95,6.1,No score,1679,1434086b-f4a7-4a01-9950-dc55b80f73d6
CASH,2023,No rating,"['Drama', ' Horror', ' Thriller']",99,6.3,No score,72,9833526e-070c-49a8-9bbf-26c582a60804
It Lives Inside,2023,PG-13,"['Action', ' Crime', ' Drama']",121,6.7,No score,16289,e1e08c65-d300-463b-b526-882f7e29956a
Bloody Daddy,2023,No rating,['Drama'],No runtime,7.4,No score,3282,4264b90e-dccf-498f-8567-62b06d770184
Sakshi,2023,No rating,"['Action', ' Crime', ' Drama']",130,6.4,No score,4556,02a2acee-e23d-49fe-8f58-4aa882ac3d64
Gumraah,2023,No rating,['Western'],96,4.3,No score,134,c96e4b4f-b37a-4458-b809-1c8547e80592
Dead Man's Hand,2023,R,['Comedy'],102,4.8,No score,1821,3e1bb077-a1c1-4291-8d17-d93965a8bba0
Hammerharte Jungs,2023,No rating,"['Action', ' Comedy', ' Crime']",168,8.3,No score,1974,3a5ad8ac-ee16-42c6-ad11-2534efe313a0
Jailer,2023,No rating,"['Drama', ' Music', ' Romance']",98,6.4,No score,5434,cd2efaee-86b7-443b-8d5d-406cbecb7e4d
The Tutor,2023,R,"['Mystery', ' Thriller']",92,4.8,No score,3151,d1501fd3-7a92-4e45-9863-64bee7f01a5a
Quicksand,2023,No rating,['Thriller'],86,4.3,43,733,776b8709-661a-4569-b952-6d7f09ed0e46
Somebody I Used to Know,2023,R,"['Comedy', ' Romance']",106,5.7,57,7010,99190cb2-0904-42bd-807e-8b71dcc4512a
White Men Can't Jump,2023,R,"['Comedy', ' Drama', ' Sport']",101,5.1,40,8654,87e19769-747f-4558-8236-06356de2383c
The Kerala Story,2023,No rating,['Drama'],138,7.2,No score,64532,d94d3de5-ce95-471b-9e44-aab4540a6b01
The Childe,2023,No rating,"['Action', ' Drama', ' Thriller']",118,7.2,No score,1227,1c9d89c8-009e-4374-98a4-c74aef20c555
Teen Wolf: The Movie,2023,No rating,"['Action', ' Drama', ' Fantasy']",140,5.6,51,12631,897f7b9e-427e-4fc9-a7ce-54fd5b6fd329
Perfect Addiction,2023,R,"['Action', ' Drama', ' Romance']",107,5.5,No score,2233,aa5c1cdf-1cab-45b1-85ed-2331b23e494a
Elevator Game,2023,No rating,['Horror'],94,6.8,No score,26,22752441-e767-4fd9-9131-826aedb5bb1a
Malum,2023,No rating,"['Drama', ' Horror', ' Thriller']",92,5.1,No score,3028,ba9ea3ce-fdb0-40bd-8989-579d81261db1
Last Sentinel,2023,No rating,"['Drama', ' Sci-Fi', ' Thriller']",117,5.0,No score,3805,38cba526-a498-4cae-8220-d00f0f99277f
May December,2023,R,"['Drama', ' Romance']",113,7.3,81,341,c4ee8cab-4bc0-40e7-9aa7-3a142f93ed45
Polite Society,2023,PG-13,"['Action', ' Comedy']",104,6.7,75,5953,35d70eb8-06b4-41f6-8fc2-cc0865858417
Lust Stories 2,2023,No rating,"['Drama', ' Romance']",132,6.4,No score,51246,bb224198-5449-4ec3-82c0-b8cf1dc7316e
Mafia Mamma,2023,R,"['Action', ' Comedy', ' Crime']",101,5.4,43,5938,9254d0a0-22eb-4d25-9e9b-4d5c623cda8b
Big George Foreman,2023,No rating,"['Comedy', ' Drama', ' Romance']",102,6.2,51,185,7e658be6-adb1-4f76-b154-6e88c196bead
She Came to Me,2023,R,"['Drama', ' Western']",100,5.7,57,564,317dc6fe-2cdf-4fa4-b21f-baf437a41b4a
Surrounded,2023,R,['Drama'],123,5.3,No score,221,68fb454b-0849-4bc5-9dac-d1ec0ead3dcd
Rare Objects,2023,No rating,"['Action', ' Drama', ' Thriller']",108,6.0,No score,1086,6dbb98a7-7eb0-416a-8266-4b4e63b4d2f4
Gyoseob,2023,R,['Comedy'],191,5.5,No score,2063,97d8bfcb-57dd-418c-a1a5-e2e1e68d3a84
¡Que viva México!,2023,No rating,['Drama'],117,6.8,No score,173,a3a396af-fe66-4170-a219-747c68fb0437
Ba jiao long zhong,2023,No rating,['Comedy'],102,5.4,No score,443,26d2e0f3-4d91-4ae2-a84a-8e26c21d5155
Daughter of the Bride,2023,No rating,['Horror'],79,3.0,No score,150,5c82d20a-946d-4611-8bdb-18df99a3fcf0
As Certain as Death,2023,R,"['Comedy', ' Thriller']",85,No rating,No score,No votes,28d89659-3c8c-445a-8297-2f287de64e5c
Self Reliance,2023,No rating,"['Drama', ' Thriller']",104,6.4,61,79,f542a0a6-0761-46bd-8913-d9282666c35c
L'été dernier,2023,No rating,"['Crime', ' Thriller']",116,2.4,No score,964,d974252f-1fe8-491e-9e48-dce71264e843
Operation Mayfair,2023,No rating,"['Comedy', ' Drama', ' Romance']",90,5.7,No score,1641,422f8940-0930-465c-8a2b-e4254531d5c4
Rüyanda Görürsün,2023,No rating,"['Drama', ' Thriller']",88,6.1,No score,349,316b6ab5-5d9a-4e37-bbac-4d6f00ea32bf
A Rose for Her Grave: The Randy Roth Story,2023,No rating,"['Animation', ' Action', ' Adventure']",109,7.5,No score,900,2b16247d-fad3-4b15-af9a-f90994bfc8df
Detective Conan: Black Iron Submarine,2023,No rating,"['Crime', ' Drama', ' Thriller']",95,5.8,No score,22,531880e6-bebb-44b0-8a76-b69957bc4ec2
He Went That Way,2023,No rating,"['Drama', ' Family']",132,7.8,No score,1416,7bd1c86e-2478-49c5-854d-802618ec7d5a
Shubh Yatra,2023,No rating,['Drama'],93,6.4,No score,11,577d43db-5ae9-4c14-a6e5-ff1493fe7323
No Disrespect,2023,No rating,"['Comedy', ' Drama', ' Family']",95,7.1,No score,968,a4579766-993a-426a-985e-c09765e422e8
El Último Vagón,2023,No rating,['Comedy'],97,7.3,No score,40,89ee8b3e-99d9-4f26-b82a-51cd13843773
Scrambled,2023,R,"['Drama', ' Thriller', ' Western']",112,5.1,No score,360,9361f30c-d575-464c-a1ae-373f1b7071ff
Organ Trail,2023,No rating,"['Comedy', ' Drama', ' Romance']",88,5.6,No score,3991,16e194c6-b7c3-4b8d-9fd1-db3412f4699b
Married by Mistake,2023,PG-13,"['Biography', ' Drama', ' Sport']",129,6.6,45,334,7b7b3a8e-059d-420e-85f8-d6a1c0d9e4e3
One Friday Night,2023,No rating,"['Crime', ' Drama']",92,5.0,No score,271,427fb560-e971-449c-ae0b-6be6a8fab559
Los (casi) ídolos de Bahía Colorada,2023,No rating,"['Comedy', ' Music']",97,6.3,No score,693,6260f61d-0103-441f-8f08-e1b153e65e9c
Asvins,2023,No rating,"['Horror', ' Thriller']",111,4.9,No score,3124,72a7ad95-2685-456a-8c5f-c35f9ee78e43
A través del mar,2023,No rating,"['Comedy', ' Drama', ' Romance']",109,5.0,No score,518,5d2e59d2-3d76-455b-8fbb-4899441dbb08
AKA,2023,No rating,"['Action', ' Crime', ' Thriller']",122,6.6,No score,97,be83fb46-2797-4454-9f13-ba51e2888f07
Deadly DILF,2023,No rating,['Thriller'],97,6.3,No score,849,0e983325-c124-4955-b473-748f08b4bf08
Medal,2023,No rating,['Action'],122,7.6,No score,30378,455d21b1-481f-423c-85ac-13da8dd91e1f
Shehzada,2023,No rating,"['Action', ' Comedy', ' Drama']",142,4.5,No score,29,3e0547a2-141b-4d0f-9b74-14930ab6051b
Apocalypse Clown,2023,No rating,['Comedy'],102,8.7,47,1278,bb40222d-e3dd-4b85-b0c8-12215ae66264
Il sol dell'avvenire,2023,No rating,"['Comedy', ' Drama']",95,7.1,No score,10691,884a7e7c-dde7-4f47-a72f-8c75a629a64a
Tu Jhoothi Main Makkaar,2023,No rating,"['Comedy', ' Romance']",150,6.0,No score,23424,b6fb7757-2bf9-4eaa-9326-3e6d29e4fe57
Mob Land,2023,No rating,"['Action', ' Crime', ' Thriller']",111,6.4,No score,113,d4e023bb-37c4-4374-821d-9307e5e1d525
Love in Taipei,2023,No rating,"['Comedy', ' Romance']",92,5.2,No score,13,b33ac2ac-5f76-4e6e-90a0-69a976e07136
The Roundup: No Way Out,2023,No rating,"['Action', ' Crime', ' Thriller']",105,6.6,No score,2003,7876b8cc-429b-47cc-ab44-b0ad4078a46e
The Sweet East,2023,No rating,['Drama'],104,7.3,63,75,eb12dd0b-d949-43e4-8ec5-cba041d6aca5
Coyote,2023,No rating,['Sci-Fi'],101,3.7,No score,362,0a4507fd-a160-433b-b6dc-c6c6a76f41c7
Stopwatch,2023,No rating,"['Crime', ' Thriller']",86,8.0,No score,1012,441553da-a376-4717-b295-f6f7ad23a428
Superposition,2023,No rating,"['Drama', ' Thriller']",105,6.2,No score,335,dbc14f6b-0a3a-4565-b9af-0a744b6efd10
World's Best,2023,PG,"['Comedy', ' Family', ' Music']",101,5.4,58,420,ad50c912-fda7-4326-8bdb-e22e195718ef
The Long Game,2023,No rating,"['Drama', ' History']",106,9.3,No score,63,247fa79e-3d75-4341-a0ac-b0ef413b1ab5
Alien Invasion,2023,No rating,"['Horror', ' Sci-Fi']",73,1.9,No score,172,9ed6632a-295a-489c-8a97-8f549d30069e
A Love Story from the Streets,2023,No rating,['Drama'],No runtime,8.3,No score,25,abbe98ce-983d-4775-ab8e-c0a5805dd7c8
The Sacrifice Game,2023,No rating,['Horror'],90,No rating,No score,No votes,5bd9262f-2ff4-42e4-979d-24c0babd85bc
Los Habitantes,2023,No rating,"['Horror', ' Thriller']",95,5.7,No score,210,336285bd-92fe-45e1-bbe2-6294f5763f41
Badmaash Babes,2023,No rating,['Drama'],94,6.9,No score,17,c36beaec-2e2d-43a8-b154-c84114c0b599
Dzisiaj spisz ze mna,2023,No rating,"['Drama', ' Romance']",92,3.8,No score,885,38205f70-aaba-46e6-8f14-1191ff6c8dff
Duk sit dai jong,2023,No rating,"['Comedy', ' Crime', ' Mystery']",135,7.3,65,102,3a5744d6-d387-407d-9feb-d599d35e9f52
The Old Oak,2023,No rating,['Drama'],113,8.3,58,25,ef122d9e-8da9-4395-8228-2046aa75df5c
Late Bloomers,2023,No rating,['Comedy'],89,2.9,No score,495,81529f61-a097-4be3-8aca-32c27ee45514
Kill Her Goats,2023,No rating,['Horror'],99,5.4,No score,1510,25731a41-da07-465b-931c-619ff7d27485
The Reading,2023,No rating,['Thriller'],96,5.9,No score,109,51cf3e4b-b615-4989-9394-143a54374eba
The White Storm 3: Heaven or Hell,2023,No rating,['Drama'],125,7.2,No score,1281,198f4298-4f73-4e4b-8190-ab65b28ea45c
Metalocalypse: Army of the Doomstar,2023,R,['Action'],No runtime,7.3,No score,52,7ef65deb-eb34-47e7-aa08-1d7177474277
Incarcerated,2023,No rating,['Thriller'],91,8.6,No score,20,acc5ec7a-c4c9-42b4-82d3-f50ea05fc3fe
Cold Copy,2023,No rating,['Romance'],110,5.1,No score,190,48162d52-6dcb-4dc2-93ad-2dd5738656b1
Gabriel's Redemption: Part One,2023,No rating,"['Comedy', ' Horror']",108,6.6,No score,180,a2313e3c-93eb-4a96-8e39-89a00b4f927f
Onyx the Fortuitous and the Talisman of Souls,2023,No rating,"['Action', ' Crime', ' History']",133,6.4,No score,229,f749d572-7205-4b36-aada-2656837cea2d
Phantom,2023,No rating,['Drama'],81,No rating,No score,No votes,6e816d30-3d98-4371-af53-40e9e5fa0ef5
Everything Is Both,2023,No rating,['Animation'],No runtime,4.5,No score,98,042b4677-2fdd-41e5-b819-4e55451ff79a
Ghost Town: An American Terror,2023,No rating,"['Horror', ' Mystery', ' Thriller']",93,5.3,No score,931,3fcc0ef2-a08d-4c45-bad3-2c81c358c5d5
The Last Deal,2023,R,"['Action', ' Crime', ' Thriller']",91,8.3,No score,86,b5395750-f874-411d-8331-d849b3117afa
Polarized,2023,No rating,['Drama'],104,7.9,No score,58,cb35b0e2-8a75-4c6a-97e0-bd65a4c40143
Ketika Berhenti di Sini,2023,No rating,"['Drama', ' Romance']",102,4.5,No score,1332,5df7c0dd-919f-4930-98d2-ca8393f03a4c
Breakout,2023,No rating,"['Action', ' Crime', ' Thriller']",86,8.5,No score,34,59feae96-6355-4b6d-9d81-ac936ba9fac2
Hostel Hudugaru Bekagiddare,2023,No rating,['Horror'],No runtime,3.9,No score,220,4f172870-687a-45d3-92dc-99d5ffb6ec01
Forest of Death,2023,No rating,"['Horror', ' Thriller']",No runtime,5.7,No score,9,93612457-bbe1-4180-ae28-c7fd6db0ee11
Heir of the Witch,2023,R,"['Action', ' Drama', ' Romance']",138,5.7,No score,1971,4604e699-4f13-4ccd-9b4c-2cc8a41feee8
Takkar,2023,No rating,['Drama'],106,7.9,No score,266,cd0c3a30-d224-4444-be70-f4f73f7c00b3
Te estoy amando locamente,2023,No rating,"['Comedy', ' Family']",100,5.0,No score,102,fa48dcec-60c9-4e5f-b5dc-8f4b5a1b7a62
Vacaciones de verano,2023,No rating,['Comedy'],98,5.9,No score,931,a95216ca-97ec-442a-8f5c-0ba3b325b81d
De perdidos a Río,2023,No rating,['Comedy'],144,8.2,No score,29,b14fa5dc-a6e9-489a-827d-f585cf7d97e3
Our Son,2023,No rating,['Drama'],104,8.3,No score,36,1062ddfe-5a0d-4107-bf7e-d8a4d7b71f3d
Kousalya Supraja Rama,2023,No rating,"['Comedy', ' Drama', ' Family']",147,8.5,No score,267,dfb91511-b53d-4f26-82ec-007eac9eaad8
A Southern Haunting,2023,PG-13,"['Horror', ' Thriller']",94,7.6,No score,72,1a912216-7fb5-4fc6-a9ed-d3cec123e92d
Sisters,2023,No rating,"['Crime', ' Drama', ' Thriller']",100,6.2,No score,15,dc9d0d9f-fb07-433d-9863-9562ea850d7e
Wo ai ni!,2023,No rating,"['Drama', ' Romance']",116,7.3,No score,153,49653bac-50f7-497e-8e0a-f4adab4ed846
Royalteen: Princess Margrethe,2023,No rating,"['Drama', ' Romance']",98,4.6,No score,618,45b78cb1-e60f-4c56-92a4-9214c28ba0b0
Deep Fear,2023,No rating,"['Action', ' Thriller']",No runtime,8.2,No score,16,2c7996e3-c23e-431d-bc7b-5280dbad36ff
Mickey Hardaway,2023,No rating,['Drama'],106,7.0,No score,27,7b282d8c-81ce-45b7-a9c6-9a425b82aec6
Crossfire,2023,No rating,['Action'],90,5.1,No score,355,d68fad5a-4ffd-4081-97d6-76a3a2338ee8
Divina Señal,2023,No rating,['Comedy'],100,5.5,No score,32,787de563-c177-4f28-beba-48a6dad38666
Chang'an san wan li,2023,No rating,"['Animation', ' History']",168,7.5,No score,252,bf393ef3-d26a-4893-be8b-f6feef10f97e
First Time Female Director,2023,No rating,['Comedy'],97,7.5,No score,19,fe72ad90-3338-4a77-8e68-f9b907f0a8e5
Sergeant,2023,No rating,"['Drama', ' Thriller']",123,4.0,No score,371,c044a090-1e3a-44a9-bab8-4e61c4e2a0c8
Craving,2023,No rating,"['Crime', ' Horror', ' Thriller']",83,5.9,No score,1208,221d123b-e5f4-4c58-be34-185619e13d2b
Hadik,2023,No rating,"['Action', ' Adventure', ' Biography']",No runtime,4.6,No score,980,1bffa387-fbaa-42ca-9437-93be908ab85f
Hippo,2023,No rating,"['Comedy', ' Drama']",No runtime,8.6,No score,21,265d5e91-02f9-46de-baee-52aa48fd74b0
Picture Me Dead,2023,No rating,['Thriller'],No runtime,4.9,No score,62,3496455f-97ad-42e9-97e4-b472ba6b6fbd
Black Mass,2023,No rating,"['Crime', ' Thriller']",82,7.6,No score,15,ef0d07fa-b8f8-4be1-a711-5ba0ecf171b4
Dead Hot: Season of the Witch,2023,No rating,"['Horror', ' Reality-TV']",98,3.7,No score,136,bf464ea0-9997-456c-8d24-18b935a8aac0
Kubi,2023,No rating,"['Action', ' Drama', ' History']",131,6.9,67,45,5b43097b-04a8-4d28-9e85-0b7cf2622f21
Home Wrecker,2023,No rating,"['Drama', ' Thriller']",95,4.2,No score,80,6842db72-7e69-44e2-9150-f817b31b0031
"Manta, Manta - Zwoter Teil",2023,No rating,"['Action', ' Comedy']",127,2.8,No score,1194,8e389fba-d56c-499f-bd0c-d60cdbc42a01
Story Ave,2023,No rating,['Drama'],94,8.4,No score,26,0094f5b3-956c-49de-832a-8ab8c18bcc34
Hai mai avuto paura?,2023,No rating,"['Drama', ' Fantasy']",99,5.0,No score,46,e5cb4e0e-07ca-43ae-b2a1-d13326047773
Die drei ??? - Erbe des Drachen,2023,No rating,"['Adventure', ' Family', ' Mystery']",100,5.8,No score,403,50f8fa47-eac1-427a-8d99-7ecb2a69b4f2
Cuvari formule,2023,No rating,"['Drama', ' History', ' Thriller']",120,No rating,No score,No votes,c6f9ea52-2670-45c5-9d96-1a1325f6d00b
La extorsión,2023,No rating,"['Crime', ' Thriller']",105,6.6,No score,1821,a2866259-a35b-44fa-82a6-abfe70700664
Cassandro,2023,R,"['Biography', ' Drama', ' Sport']",78,7.8,No score,9,dbd25857-1c09-4c73-b357-d9c1a81b3a95
Booger,2023,No rating,"['Comedy', ' Fantasy', ' Horror']",88,4.9,No score,1663,f3e84dfb-a7b2-4f21-a553-099b64289ffb
The Quest for Tom Sawyer's Gold,2023,PG,"['Adventure', ' Family']",109,6.4,77,1350,31889e28-f497-4046-bd69-53a797119855
Chang Can Dunk,2023,PG,"['Drama', ' Family', ' Sport']",112,6.0,47,455,bfb80fc3-0a22-44fe-b5b7-0dd2932c141c
Empieza el baile,2023,No rating,"['Comedy', ' Drama', ' Music']",97,7.3,85,113,fc91e1fa-1ab5-46fc-a236-aa3b5f5ded13
Greatest Days,2023,No rating,['Drama'],140,7.9,No score,1381,475c7808-cd28-41c0-a086-34f9921193fa
Earth Mama,2023,R,"['Action', ' Drama', ' History']",76,5.6,No score,1136,93ab9017-49de-4353-9c99-110408aeeaba
Maurh,2023,No rating,"['Horror', ' Thriller']",113,7.3,76,200,02a1052c-193c-4bc1-a5ce-83d5b018ad32
Unseen,2023,No rating,"['Drama', ' Mystery', ' Thriller']",115,6.7,No score,6559,54e4ae12-f023-424a-9904-4691d609827a
Fair Play,2023,R,"['Comedy', ' Crime', ' Drama']",124,8.9,No score,23,9c3d1f8a-27a2-4719-a44c-5bb2d5baf053
